Quel	DETrel	quel
Entre	PRE	entre
sa	DETpos	son
gent	NOMcom	gent
se	PROper	soi
traist	VERcjg	traire
ariere	ADVgen	arrière
Que	CONsub	que
paien	NOMcom	païen
ne	CONcoo	ne
Romein	NOMpro	Romain
nel	ADVneg.PROper	ne
fiere	VERcjg	ferir
.	PONfrt	.

La	DETdef	le
presse	NOMcom	presse
depart	VERcjg	departir
e	CONcoo	et
derumpt	VERcjg	dérompre
,	PONfbl	,
Si	DETpos	son
cumpaignun	NOMcom	compagnon
veie	NOMcom	voie
li	PROper	il
funt	VERcjg	faire
.	PONfrt	.

Juste	PRE	jouxte
sun	DETpos	son
uncle	NOMcom	oncle
l'	PROper	il
ad	VERcjg	avoir
porté	VERppe	porter
,	PONfbl	,
Tut	ADVgen	tout
l'	PROper	il
ad	VERcjg	avoir
par	PRE	par
pieces	NOMcom	pièce
decolpé	VERppe	découper
,	PONfbl	,
Puis	ADVgen	puis
ad	VERcjg	avoir
dit	VERppe	dire
a	PRE	a
ses	DETpos	son
cumpaignuns	NOMcom	compagnon
:	PONfbl	:
“	PONpga	“
Venez	VERcjg	venir
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
fiz	NOMcom	fils
a	PRE	a
baruns	NOMcom	baron
!	PONfrt	!

Alum	VERcjg	aller
ocire	VERinf	occire
ces	DETdem	ce
Romeins	NOMpro	Romain
,	PONfbl	,
Ces	DETdem	ce
palteniers	NOMcom	pautonier
,	PONfbl	,
fiz	NOMcom	fils
a	PRE	a
puteins	NOMcom	putain
;	PONfbl	;
La	DETdef	le
gent	NOMcom	gent
ki	PROrel	qui
en	PRE	en
Deu	NOMpro	Dieu
n'	ADVneg	ne
ad	VERcjg	avoir
creance	NOMcom	créance
Ne	CONcoo	ne
ki	PROrel	qui
en	PRE	en
Deu	NOMpro	Dieu
nen	ADVneg	ne
ad	VERcjg	avoir
fiance	NOMcom	fïance
Unt	VERcjg	avoir
amené	VERppe	amener
en	PRE	en
cest	DETdem	cest
païs	NOMcom	päis
Pur	PRE	pour
nus	PROper	nous
ocire	VERinf	occire
e	CONcoo	et
noz	DETpos	notre
amis	NOMcom	ami
;	PONfbl	;
Alum	VERcjg	aller
,	PONfbl	,
ocium	VERcjg	occire
les	DETdef	le
paens	NOMcom	païen
E	CONcoo	et
ensement	ADVgen	ensement
les	DETdef	le
cristïens	NOMcom	chrétien
Ki	PROrel	qui
as	PRE.DETdef	à.le
paens	NOMcom	païen
se	PROper	soi
sunt	VERcjg	être
justé	VERppe	jouxter
Pur	PRE	pour
destruire	VERinf	détruire
cristïenté	NOMcom	chrétienté
.	PONfrt	.

Venez	VERcjg	venir
asaier	VERinf	essayer
voz	DETpos	vostre
vertuz	NOMcom	vertu
!	PONfrt	!

”	PONpdr	”
Es	ADVgen	es
les	PROper	il
vus	PROper	vous
el	PRE.DETdef	en
champ	NOMcom	champ
revenuz	VERppe	revenir
;	PONfbl	;
Dunc	ADVgen	donc
oïssiez	VERcjg	ouïr
noises	NOMcom	noise
e	CONcoo	et
criz	NOMcom	cri
E	CONcoo	et
veïssiez	VERcjg	voir
grant	ADJqua	grant
capleïz	NOMcom	chaplis
,	PONfbl	,
Healmes	NOMcom	heaume
e	CONcoo	et
branz	NOMcom	brant
estenceler	VERinf	étinceler
E	CONcoo	et
des	PRE.DETdef	de.le
aciers	NOMcom	acier
le	PROper	il
fu	VERcjg	estre
voler	VERinf	voler
.	PONfrt	.

Li	DETdef	le
bons	ADJqua	bon
ducs	NOMcom	duc
de	PRE	de
Peitiers	NOMpro	Poitiers
Guitart	NOMpro	Guitard
N'	ADVneg	ne
alot	VERcjg	aller
mie	ADVneg	mie
cume	CONsub	comme
cuart	ADJqua	couard
;	PONfbl	;
Endreitsei	VERcjg	endroitier
bien	ADVgen	bien
le	DETdef	le
champ	NOMcom	champ
maintint	VERcjg	maintenir
.	PONfrt	.

Cuntre	PRE	contre
lu	DETdef	le
rei	NOMcom	roi
d'	PRE	de
Alfrike	NOMpro	Afrique
vint	VERcjg	venir
;	PONfbl	;
Li	DETdef	le
uns	PROind	un
l'	DETdef	le
altre	PROind	autre
forment	ADVgen	fortement
feri	VERcjg	ferir
,	PONfbl	,
Mes	CONcoo	mais
li	DETdef	le
reis	NOMcom	roi
d'	PRE	de
Alfrike	NOMpro	Afrique
chaï	VERcjg	choir
E	CONcoo	et
li	DETdef	le
cuens	NOMcom	conte
s'	PROper	soi
en	PROadv	en
passa	VERcjg	passer
avant	ADVgen	avant
,	PONfbl	,
Alfricans	NOMpro	Africain
e	CONcoo	et
Mors	NOMpro	Maur
ociant	VERppa	occire
.	PONfrt	.

Holdin	NOMpro	Hodin
,	PONfbl	,
qui	PROrel	que
ert	VERcjg	être
duc	NOMcom	duc
des	PRE.DETdef	de.le
Flamens	NOMpro	Flamand
,	PONfbl	,
Ki	PROrel	qui
teneit	VERcjg	tenir
Bruge	NOMpro	Bruges
e	CONcoo	et
teneit	VERcjg	tenir
Lens	NOMpro	Lens
,	PONfbl	,
Turna	VERcjg	tourner
encuntre	PRE	encontre
la	DETdef	le
cumpaigne	NOMcom	compagne
Alifatin	NOMpro	Alifatima
,	PONfbl	,
un	DETndf	un
rei	NOMcom	roi
d'	PRE	de
Espaine	NOMpro	Espagne
.	PONfrt	.

Tant	ADVgen	tant
se	PROper	soi
sunt	VERcjg	être
entrecumbatu	VERppe	entrecombattre
E	CONcoo	et
tant	ADVgen	tant
se	PROper	soi
sunt	VERcjg	être
entreferu	VERppe	entreférir
Que	CONsub	que
ocis	VERppe	occire
fudAlifatin	NOMcom	fulifatima
E	CONcoo	et
ocis	VERppe	occire
fud	VERcjg	être
li	DETdef	le
cuens	NOMcom	conte
Holdin	NOMpro	Hodin
.	PONfrt	.

Lygier	NOMpro	Ligier
,	PONfbl	,
ki	PROrel	qui
ert	VERcjg	être
cuens	NOMcom	conte
de	PRE	de
Buluine	NOMpro	Boulogne
,	PONfbl	,
Justa	VERcjg	jouter
al	PRE.DETdef	à.le
rei	NOMcom	roi
de	PRE	de
Babiloine	NOMpro	Babylone
;	PONfbl	;
Ne	ADVneg	ne
sai	VERcjg	savoir
dire	VERinf	dire
ki	PROrel	qui
mielz	ADVgen	mieux
feri	VERcjg	ferir
,	PONfbl	,
Mes	CONcoo	mais
chascun	PROind	chascun
d'	PRE	de
els	PROper	eux
l'	DETdef	le
autre	PROind	autre
abati	VERcjg	abattre
,	PONfbl	,
Morz	VERppe	mourir
fud	VERcjg	être
li	DETdef	le
cuens	NOMcom	conte
,	PONfbl	,
morz	VERppe	morir
fu	VERcjg	estre
li	DETdef	le
reis	NOMcom	roi
.	PONfrt	.

Altres	DETind	autre
cuntes	NOMcom	comte
i	PROadv	i
ot	VERcjg	avoir
morz	VERppe	morir
treis	PROcar	trois
,	PONfbl	,
Balluc	NOMpro	Balluc
e	CONcoo	et
Cursal	NOMpro	Cursal
e	CONcoo	et
Urgent	NOMpro	Urgent
;	PONfbl	;
Chascun	PROind	chacun
des	PRE.DETdef	de.le
treis	PROcar	trois
meneit	VERcjg	mener
grant	ADJqua	grant
gent	NOMcom	gent
.	PONfrt	.

Urgent	NOMpro	Urgent
esteit	VERcjg	être
de	PRE	de
Bade	NOMpro	Bath
sire	NOMcom	seignor
E	CONcoo	et
Balluc	NOMpro	Balluc
cuens	NOMcom	conte
de	PRE	de
Wiltesire	NOMpro	Wiltshire
;	PONfbl	;
Cursal	NOMpro	Cursal
de	PRE	de
Cestre	NOMpro	Chester
cuens	NOMcom	conte
esteit	VERcjg	être
,	PONfbl	,
A	PRE	a
ces	PROdem	ce
de	PRE	de
Guales	NOMpro	Galles
marchiseit	VERcjg	marchir
.	PONfrt	.

Cist	PROdem	cest
furent	VERcjg	estre
ocis	VERppe	occire
en	PRE	en
poi	ADVgen	peu
d'	PRE	de
ure	NOMcom	heure
,	PONfbl	,
D'	PRE	de
ambes	DETcar	ambe
parz	NOMcom	part
se	PROper	soi
cururent	VERcjg	courir
surre	VERinf	sourir
.	PONfrt	.

Les	DETdef	le
genz	NOMcom	gent
que	PROrel	que
cil	PROdem	cel
mener	VERinf	mener
deveient	VERcjg	devoir
E	CONcoo	et
ki	PROrel	qui
lur	DETpos	leur
gumfanuns	NOMcom	gonfalon
sieweient	VERcjg	suivre
,	PONfbl	,
Vindrent	VERcjg	venir
a	PRE	a
l'	DETdef	le
eschiele	NOMcom	eschelle
rusant	VERppa	rëuser
Que	PROrel	que
Walwein	NOMpro	Gauvain
alot	VERcjg	aller
cunduiant	VERppa	conduire
E	CONcoo	et
Hoel	NOMpro	Hoël
od	PRE	o
lui	PROper	il
,	PONfbl	,
sis	DETpos	son
cumpainz	NOMcom	compagnon
,	PONfbl	,
Tel	DETind	tel
dui	ADJcar	deus
vassal	NOMcom	vassal
ne	ADVneg	ne
furent	VERcjg	estre
ainz	ADVgen	ainz
.	PONfrt	.

Unkes	ADVgen	onques
el	PRE.DETdef	en
siecle	NOMcom	siècle
trespassé	VERppe	trépasser
N'	ADVneg	ne
orent	VERcjg	avoir
tels	DETind	tel
dous	ADJcar	deux
baruns	NOMcom	baron
esté	VERppe	être
De	PRE	de
bunté	NOMcom	bonté
ne	CONcoo	ne
de	PRE	de
curteisie	NOMcom	courtoisie
Ne	CONcoo	ne
de	PRE	de
pris	NOMcom	pris
de	PRE	de
chevalerie	NOMcom	chevalerie
.	PONfrt	.

Cil	PROdem	cel
de	PRE	de
Bretaine	NOMpro	Bretagne
la	DETdef	le
menur	ADJqua	mineur
Sieweient	VERcjg	suivre
Hoel	NOMpro	Hoël
lur	DETpos	leur
seignur	NOMcom	seigneur
.	PONfrt	.

La	DETdef	le
lur	ADJpos	leur
cumpaigne	NOMcom	compagne
esteit	VERcjg	être
tant	ADVgen	tant
fiere	ADJqua	fier
E	CONcoo	et
hardie	VERppe	hardi
de	PRE	de
tel	DETind	tel
maniere	NOMcom	manière
Presse	NOMcom	presse
ne	CONcoo	ne
turbe	NOMcom	tourbe
ne	ADVneg	ne
dutoent	VERcjg	douter
;	PONfbl	;
Par	PRE	par
tut	PROind	tout
aloent	VERcjg	aller
,	PONfbl	,
tut	PROind	tout
perçoent	VERcjg	percer
,	PONfbl	,
Cels	PROdem	cil
ki	PROrel	qui
ainz	PRE	ainz
lur	DETpos	leur
humes	NOMcom	homme
chaçoent	VERcjg	chasser
E	CONcoo	et
a	PRE	a
turbes	NOMcom	tourbe
les	PROper	il
graventoent	VERcjg	cravanter
Firent	VERcjg	faire
sempres	ADVgen	sempres
les	DETdef	le
dos	NOMcom	dos
turner	VERinf	tourner
E	CONcoo	et
maint	PROind	maint
en	PROadv	en
firent	VERcjg	faire
jambeter	VERinf	jambeter
.	PONfrt	.

Od	PRE	o
les	DETdef	le
granz	ADJqua	grant
cops	NOMcom	coup
que	PROrel	que
il	PROper	il
dunoent	VERcjg	donner
E	CONcoo	et
od	PRE	o
la	DETdef	le
gent	NOMcom	gent
que	PROrel	que
il	PROper	il
menoent	VERcjg	mener
Vindrent	VERcjg	venir
dissi	ADVgen	deci
al	PRE.DETdef	à.le
gumfanun	NOMcom	gonfalon
Ki	PROrel	qui
portot	VERcjg	porter
l'	DETdef	le
egle	NOMcom	aigle
d'	PRE	de
or	NOMcom	or
en	PRE	en
sum	NOMcom	son
.	PONfrt	.

La	ADVgen	là
troverent	VERcjg	trouver
l'	DETdef	le
empereür	NOMcom	empereur
E	CONcoo	et
de	PRE	de
sun	DETpos	son
barnage	NOMcom	barnage
la	DETdef	le
flur	NOMcom	fleur
,	PONfbl	,
Od	PRE	o
lui	PROper	il
erent	VERcjg	être
li	DETdef	le
gentil	ADJqua	gentil
hume	NOMcom	homme
E	CONcoo	et
li	DETdef	le
bon	ADJqua	bon
chevalier	NOMcom	chevalier
de	PRE	de
Rome	NOMpro	Rome
.	PONfrt	.

La	ADVgen	là
veïssiez	VERcjg	voir
estur	NOMcom	estour
mortel	ADJqua	mortel
;	PONfbl	;
Unc	ADVgen	onques
ne	ADVneg	ne
veïstes	VERcjg	vëoir
,	PONfbl	,
ço	PROdem	ce
quit	VERcjg	quiter
,	PONfbl	,
tel	PROind	tel
.	PONfrt	.

Kymar	NOMpro	Kinmarc
,	PONfbl	,
ki	PROrel	qui
ert	VERcjg	être
cuens	NOMcom	conte
de	PRE	de
Triguel	NOMpro	Tringuel
,	PONfbl	,
Ert	VERcjg	estre
en	PRE	en
la	DETdef	le
cumpaigne	NOMcom	compagne
Hoel	NOMpro	Hoël
;	PONfbl	;
Mult	ADVgen	moult
esteit	VERcjg	être
de	PRE	de
grant	ADJqua	grant
vasselage	NOMcom	vasselage
,	PONfbl	,
Des	PRE.DETdef	de
Romeins	NOMpro	Romain
feseit	VERcjg	faire
grant	ADJqua	grant
damage	NOMcom	dommage
.	PONfrt	.

Mes	CONcoo	mais
un	DETndf	un
Romein	NOMpro	Romain
ki	PROrel	qui
ert	VERcjg	être
a	PRE	a
pié	NOMcom	pié
Le	PROper	il
rua	VERcjg	ruer
mort	VERppe	mourir
od	PRE	o
sun	DETpos	son
espié	NOMcom	espiet
.	PONfrt	.

Od	PRE	o
lui	PROper	il
ot	VERcjg	avoir
mort	VERppe	mourir
dous	DETcar	deux
mil	DETcar	mille
Bretuns	NOMpro	Breton
,	PONfbl	,
Estre	PRE	être
treis	DETcar	trois
nobles	ADJqua	noble
cumpaignuns	NOMcom	compagnon
:	PONfbl	:
L'	DETdef	le
un	PROind	un
de	PRE	de
ces	DETdem	ce
treis	PROcar	trois
ot	VERcjg	avoir
nun	NOMcom	nom
Jaguz	NOMpro	Jaguz
,	PONfbl	,
De	PRE	de
Bodloan	NOMpro	Boloan
esteit	VERcjg	être
venuz	VERppe	venir
,	PONfbl	,
Li	DETdef	le
secunz	PROord	secont
fud	VERcjg	être
Richomarcus	NOMpro	Richomarus
E	CONcoo	et
li	DETdef	le
tierz	PROord	tierz
fud	VERcjg	être
Boclovius	NOMpro	Boclovïus
.	PONfrt	.

N'	ADVneg	ne
en	PROadv	en
ot	VERcjg	avoir
mie	ADVneg	mie
en	PRE	en
l'	DETdef	le
eschiele	NOMcom	eschelle
sis	PROcar	sis
De	PRE	de
lur	DETpos	leur
valur	NOMcom	valeur
ne	CONcoo	ne
de	PRE	de
lur	DETpos	leur
pris	NOMcom	pris
.	PONfrt	.

Si	CONsub	si
cunte	NOMcom	comte
fussent	VERcjg	estre
cil	PROdem	cel
u	CONcoo	ou
rei	NOMcom	roi
,	PONfbl	,
A	PRE	a
tut	DETind	tout
tens	NOMcom	temps
mes	ADVgen	mais
,	PONfbl	,
si	ADVgen	si
cum	CONsub	comme
jo	PROper	je
crei	VERcjg	croire
,	PONfbl	,
Fust	VERcjg	estre
parole	NOMcom	parole
de	PRE	de
lur	DETpos	leur
prüesce	NOMcom	prouesse
;	PONfbl	;
Mult	ADVgen	moult
esteient	VERcjg	être
de	PRE	de
grant	ADJqua	grant
aspresce	NOMcom	âpresse
.	PONfrt	.

Essart	NOMcom	essart
feseient	VERcjg	faire
des	PRE.DETdef	de.le
Romeins	NOMpro	Romain
;	PONfbl	;
Nuls	PROind	nul
ne	ADVneg	ne
veneit	VERcjg	venir
entre	PRE	entre
lur	DETpos	leur
meins	NOMcom	main
Ki	PROrel	qui
n'	ADVneg	ne
eüst	VERcjg	avoir
la	DETdef	le
vie	NOMcom	vie
finee	VERppe	finer
,	PONfbl	,
Fust	VERcjg	estre
od	PRE	o
lance	NOMcom	lance
,	PONfbl	,
fust	VERcjg	estre
od	PRE	o
espee	NOMcom	espee
.	PONfrt	.

En	PRE	en
l'	DETdef	le
eschiele	NOMcom	eschelle
a	PRE	a
l'	DETdef	le
empereür	NOMcom	empereur
S'	PROper	soi
embatirent	VERcjg	embattre
devant	PRE	devant
les	DETdef	le
lur	PROpos	leur
,	PONfbl	,
E	CONcoo	et
cil	PROdem	cel
de	PRE	de
Rome	NOMpro	Rome
les	PROper	il
suppristrent	VERcjg	sousprendre
,	PONfbl	,
Tuz	DETind	tous
treis	PROcar	trois
ensemble	ADVgen	ensemble
les	PROper	il
ocistrent	VERcjg	occire
.	PONfrt	.

D'	PRE	de
ire	NOMcom	ire
e	CONcoo	et
de	PRE	de
rage	NOMcom	rage
furent	VERcjg	estre
plein	ADJqua	plein
Hoel	NOMpro	Hoël
e	CONcoo	et
sun	DETpos	son
cusin	NOMcom	cousin
Walwein	NOMpro	Gauvain
,	PONfbl	,
Quant	CONsub	quand
il	PROper	il
la	DETdef	le
grant	ADJqua	grant
ocise	NOMcom	occise
virent	VERcjg	voir
Que	PROrel	que
cil	PROdem	cel
de	PRE	de
Rome	NOMpro	Rome
des	PRE.DETdef	de.le
lur	PROpos	leur
firent	VERcjg	faire
.	PONfrt	.

Pur	PRE	pour
lur	DETpos	leur
enemis	NOMcom	ennemi
damagier	VERinf	dommager
E	CONcoo	et
pur	PRE	pour
lur	DETpos	leur
cumpaignuns	NOMcom	compagnon
vengier	VERinf	venger
Se	PROper	soi
sunt	VERcjg	être
entr'	PRE	entre
els	PROper	eux
cume	CONsub	comme
leün	NOMcom	lion
Entré	VERppe	entrer
,	PONfbl	,
bestes	NOMcom	beste
mis	VERppe	metre
a	PRE	a
bandun	NOMcom	bandon
;	PONfbl	;
Romeins	NOMpro	Romain
destruient	VERcjg	détruire
e	CONcoo	et
essartent	VERcjg	essarter
,	PONfbl	,
Cops	NOMcom	coup
e	CONcoo	et
colees	NOMcom	colee
lur	PROper	leur
departent	VERcjg	departir
.	PONfrt	.

Cil	PROdem	cel
de	PRE	de
Rome	NOMpro	Rome
fort	ADVgen	fort
se	PROper	soi
defendent	VERcjg	défendre
,	PONfbl	,
Maint	DETind	maint
cop	NOMcom	coup
receivent	VERcjg	recevoir
,	PONfbl	,
maint	DETind	maint
cop	NOMcom	coup
rendent	VERcjg	rendre
,	PONfbl	,
Bien	ADVgen	bien
tienent	VERcjg	tenir
e	CONcoo	et
bien	ADVgen	bien
sunt	VERcjg	être
tenu	VERppe	tenir
,	PONfbl	,
Bien	ADVgen	bien
fierent	VERcjg	ferir
e	CONcoo	et
bien	ADVgen	bien
sunt	VERcjg	être
feru	VERppe	ferir
,	PONfbl	,
Bien	ADVgen	bien
butent	VERcjg	bouter
e	CONcoo	et
bien	ADVgen	bien
sunt	VERcjg	être
buté	VERppe	bouter
,	PONfbl	,
Bien	ADVgen	bien
hurtent	VERcjg	hurter
e	CONcoo	et
bien	ADVgen	bien
sunt	VERcjg	être
hurté	VERppe	heurter
.	PONfrt	.

Walwein	NOMpro	Gauvain
fud	VERcjg	être
de	PRE	de
mult	ADVgen	moult
grant	ADJqua	grant
aïr	NOMcom	aïr
,	PONfbl	,
Unques	ADVgen	onques
ne	ADVneg	ne
fud	VERcjg	être
las	ADJqua	las
de	PRE	de
ferir	VERinf	férir
;	PONfbl	;
Tut	DETind	tout
tens	NOMcom	temps
ert	VERcjg	être
fresche	ADJqua	frois
sa	DETpos	son
vertu	NOMcom	vertu
,	PONfbl	,
Unques	ADVgen	onques
sa	DETpos	son
mein	NOMcom	main
lasse	ADJqua	las
ne	ADVneg	ne
fu	VERcjg	estre
.	PONfrt	.

Forment	ADVgen	fortement
alot	VERcjg	aller
Romeins	NOMpro	Romain
cerchant	VERppa	chercher
E	CONcoo	et
forment	ADVgen	fortement
s'	PROper	soi
alot	VERcjg	aller
esforçant	VERppa	efforcer
Qu'	CONsub	que
a	PRE	a
l'	DETdef	le
empereür	NOMcom	empereur
avenist	VERcjg	avenir
E	CONcoo	et
que	CONsub	que
od	PRE	o
lui	PROper	il
se	PROper	soi
cumbatist	VERcjg	combattre
.	PONfrt	.

Tant	ADVgen	tant
ad	VERcjg	avoir
alé	VERppe	aler
e	CONcoo	et
tant	ADVgen	tant
ad	VERcjg	avoir
fait	VERppe	faire
E	CONcoo	et
tant	ADVgen	tant
enpeint	VERppe	empeindre
e	CONcoo	et
tant	ADVgen	tant
retrait	VERppe	retraire
,	PONfbl	,
L'	DETdef	le
empereür	NOMcom	empereur
ad	VERcjg	avoir
encuntré	VERppe	encontrer
,	PONfbl	,
Chascun	PROind	chacun
ad	VERcjg	avoir
bien	ADVgen	bien
l'	DETdef	le
altre	PROind	autre
avisé	VERppe	aviser
.	PONfrt	.

L'	DETdef	le
emperere	NOMcom	empereur
ad	VERcjg	avoir
Walwein	NOMpro	Gauvain
veü	VERppe	vëoir
E	CONcoo	et
Walwein	NOMpro	Gauvain
ad	VERcjg	avoir
lui	PROper	il
cuneü	VERppe	connaître
.	PONfrt	.

De	PRE	de
grant	ADJqua	grant
vertu	NOMcom	vertu
s'	PROper	soi
entreferirent	VERcjg	entreférir
,	PONfbl	,
Mult	ADVgen	moult
furent	VERcjg	estre
fort	ADJqua	fort
,	PONfbl	,
pas	ADVneg	pas
ne	ADVneg	ne
chaïrent	VERcjg	choir
.	PONfrt	.

L'	DETdef	le
emperere	NOMcom	empereur
fud	VERcjg	être
granz	ADJqua	grant
e	CONcoo	et
forz	ADJqua	fort
,	PONfbl	,
Juefnes	ADJqua	jeune
,	PONfbl	,
hardiz	ADJqua	hardi
,	PONfbl	,
de	PRE	de
grant	ADJqua	grant
esforz	NOMcom	effort
,	PONfbl	,
Engignus	ADJqua	engigneux
e	CONcoo	et
de	PRE	de
grant	ADJqua	grant
prüesce	NOMcom	prouesse
;	PONfbl	;
Mult	ADVgen	moult
ot	VERcjg	avoir
grant	ADJqua	grant
joie	NOMcom	joie
e	CONcoo	et
grant	ADJqua	grant
leesce	NOMcom	lëece
Que	CONsub	que
a	PRE	a
Walwein	NOMpro	Gauvain
se	PROper	soi
cumbateit	VERcjg	combattre
Dunt	PROrel	dont
si	ADVgen	si
grant	ADJqua	grant
renomee	NOMcom	renommée
esteit	VERcjg	être
;	PONfbl	;
S'	CONsub	se
il	PROper	il
en	PROadv	en
poeit	VERcjg	pouvoir
vif	ADJqua	vif
eschaper	VERinf	eschaper
,	PONfbl	,
A	PRE	a
Rome	NOMpro	Rome
s'	PROper	soi
en	PROadv	en
quidot	VERcjg	cuider
vanter	VERinf	vanter
.	PONfrt	.

Halcent	VERcjg	hausser
les	DETdef	le
braz	NOMcom	braz
,	PONfbl	,
les	DETdef	le
escuz	NOMcom	escu
lievent	VERcjg	lever
,	PONfbl	,
De	PRE	de
merveillus	ADJqua	merveilleux
cops	NOMcom	coup
s'	PROper	soi
entregrievent	VERcjg	entregrever
.	PONfrt	.

Mult	ADVgen	moult
se	PROper	soi
anguissent	VERcjg	angoisser
,	PONfbl	,
mult	ADVgen	moult
se	PROper	soi
hastent	VERcjg	hâter
,	PONfbl	,
De	PRE	de
mainte	DETind	maint
guise	NOMcom	guise
s'	PROper	soi
entretastent	VERcjg	entretâter
;	PONfbl	;
Chascun	PROind	chacun
l'	DETdef	le
autre	PROind	autre
forment	ADVgen	fortement
requiert	VERcjg	requerre
E	CONcoo	et
chascun	PROind	chascun
l'	DETdef	le
autre	PROind	autre
forment	ADVgen	fortement
fiert	VERcjg	ferir
;	PONfbl	;
Des	PRE.DETdef	de
escuz	NOMcom	escu
volent	VERcjg	voler
les	DETdef	le
asteles	NOMcom	estelle
E	CONcoo	et
des	PRE.DETdef	de.le
aciers	NOMcom	acier
les	DETdef	le
estenceles	NOMcom	étincelle
;	PONfbl	;
Fierent	VERcjg	férir
desus	ADVgen	desus
,	PONfbl	,
fierent	VERcjg	ferir
desuz	ADVgen	dessous
,	PONfbl	,
Mult	ADVgen	moult
par	ADVgen	par
esteient	VERcjg	être
andui	PROcar	ambedos
pruz	ADJqua	preux
;	PONfbl	;
S'	CONsub	se
il	PROper	il
eüssent	VERcjg	avoir
le	DETdef	le
champ	NOMcom	champ
commun	ADJqua	commun
Tost	ADVgen	tost
fust	VERcjg	estre
la	DETdef	le
fin	NOMcom	fin
faite	VERppe	faire
de	PRE	de
l'	DETdef	le
un	PROind	un
.	PONfrt	.

Mes	CONcoo	mais
cil	PROdem	cel
de	PRE	de
Rome	NOMpro	Rome
recovrerent	VERcjg	recouvrer
;	PONfbl	;
A	PRE	a
l'	DETdef	le
egle	NOMcom	aigle
d'	PRE	de
or	NOMcom	or
se	PROper	soi
rasemblerent	VERcjg	rassembler
,	PONfbl	,
L'	DETdef	le
empereür	NOMcom	empereur
unt	VERcjg	avoir
sucuru	VERppe	secourir
,	PONfbl	,
Pur	PRE	pour
poi	ADVgen	peu
ne	ADVneg	ne
l'	PROper	il
orent	VERcjg	avoir
ja	ADVgen	ja
perdu	VERppe	perdre
.	PONfrt	.

Les	DETdef	le
Bretuns	NOMpro	Breton
unt	VERcjg	avoir
ariere	ADVgen	arrière
mis	VERppe	metre
E	CONcoo	et
lu	DETdef	le
champ	NOMcom	champ
unt	VERcjg	avoir
sur	PRE	sur
els	PROper	eux
purpris	VERppe	pourprendre
.	PONfrt	.

Arthur	NOMpro	Arthur
vit	VERcjg	vëoir
sa	DETpos	son
gent	NOMcom	gent
resortir	VERinf	ressortir
E	CONcoo	et
cels	PROdem	cil
de	PRE	de
Rome	NOMpro	Rome
resbaldir	VERinf	resbaudir
E	CONcoo	et
lu	DETdef	le
champ	NOMcom	champ
cuntre	PRE	contre
lui	PROper	il
purprendre	VERinf	pourprendre
;	PONfbl	;
Ne	ADVneg	ne
pot	VERcjg	pöoir
ne	CONcoo	ne
ne	ADVneg	ne
volt	VERcjg	vouloir
plus	ADVgen	plus
atendre	VERinf	atendre
.	PONfrt	.

Od	PRE	o
sa	DETpos	son
cumpaigne	NOMcom	compagne
vint	VERcjg	venir
criant	VERppa	crïer
:	PONfbl	:
“	PONpga	“
Que	PROint	que
faites	VERcjg	faire
vus	PROper	vous
?	PONfrt	?

Alez	VERcjg	aler
avant	ADVgen	avant
!	PONfrt	!

Veez	VERcjg	vëoir
mei	PROper	moi
ci	ADVgen	ci
,	PONfbl	,
vostre	DETpos	vostre
guarant	NOMcom	garant
;	PONfbl	;
N'	ADVneg	ne
en	PROadv	en
laissiez	VERcjg	laisser
un	PROind	un
aler	VERinf	aler
vivant	VERppa	vivre
.	PONfrt	.

Jo	PROper	je
sui	VERcjg	estre
Arthur	NOMpro	Arthur
ki	PROrel	qui
vus	PROper	vous
cundui	VERcjg	conduire
,	PONfbl	,
Ki	PROrel	qui
pur	PRE	pour
hume	NOMcom	homme
de	PRE	de
champ	NOMcom	champ
ne	ADVneg	ne
fui	VERcjg	estre
.	PONfrt	.

Siewez	VERcjg	suivre
mei	PROper	moi
,	PONfbl	,
jo	PROper	je
ferai	VERcjg	faire
la	DETdef	le
veie	NOMcom	voie
,	PONfbl	,
Guardez	VERcjg	garder
que	CONsub	que
nuls	PROind	nul
ne	ADVneg	ne
se	PROper	soi
recreie	VERcjg	recroire
.	PONfrt	.

Remenbrez	VERcjg	remembrer
vus	PROper	vous
de	PRE	de
vos	DETpos	votre
buntez	NOMcom	bonté
,	PONfbl	,
Ki	PROrel	qui
tanz	DETind	tant
regnes	NOMcom	règne
vencu	VERppe	vaincre
avez	VERcjg	avoir
.	PONfrt	.

Ja	ADVgen	ja
de	PRE	de
cest	DETdem	cest
champ	NOMcom	champ
vif	ADJqua	vif
ne	ADVneg	ne
fuirai	VERcjg	fuir
;	PONfbl	;
U	CONcoo	ou
ci	ADVgen	ci
veintrai	VERcjg	vaincre
u	CONcoo	ou
ci	ADVgen	ci
murrai	VERcjg	mourir
!	PONfrt	!

”	PONpdr	”
Dunc	ADVgen	donc
veïssiez	VERcjg	voir
Arthur	NOMpro	Arthur
cumbatre	VERinf	combattre
,	PONfbl	,
Humes	NOMcom	homme
ocire	VERinf	occire
,	PONfbl	,
humes	NOMcom	homme
abatre	VERinf	abattre
,	PONfbl	,
Halbercs	NOMcom	haubert
